House Price,Year of Construction,E&V ID,Bedrooms,Half Bathrooms,Full Bathrooms,Total surface approx.,Garage,Plot surface approx.,Bathrooms
634900,2015,AM-247975,4,1,2,205.32,2,404.69,
1199000,2014,AM-247967,6,0,6,467.4,2,647.5,
1199000,2014,AM-247966,6,0,6,467.4,0,647.5,
265000,1999,AM-247961,2,1,2,127.56,0,121.41,
398000,1961,AM-247959,3,1,3,240.06,0,4977.63,
1225000,1958,AM-247957,3,0,2,172.71,2,3400.57,
399000,2005,AM-248269,4,1,3,215.91,0,283.28,
2199000,2020,AM-248263,4,1,3,325.9,2,0.0,
1499000,1979,AM-248250,4,2,3,395.86,2,1497.34,
1099000,2019,AM-248249,3,0,3,227.43,3,1618.74,
889000,1960,AM-248223,3,0,2,130.44,1,566.56,
889000,1960,AM-248216,3,0,2,130.44,1,586.79,
14750000,2006,AM-248214,3,2,5,436.46,2,0.0,
495000,1975,AM-248201,3,0,1,226.31,4,2063.9,
575000,2022,AM-248200,4,1,3,353.03,0,971.25,
940000,2022,AM-248153,3,1,3,217.86,2,242.81,
119999,1938,AM-248131,4,0,2,132.67,0,404.69,
427900,1997,AM-248124,4,0,3,203.46,2,971.25,
639000,1940,AM-248122,3,0,1,152.92,1,728.43,
515000,2018,AM-248121,3,1,3,174.66,2,161.87,
515000,2018,AM-248120,3,1,3,174.66,0,161.87,
200000,1996,AM-248097,3,0,2,139.35,0,4168.26,
989900,2022,AM-248095,4,1,4,324.97,2,607.03,
940000,2022,AM-248085,3,1,3,217.86,2,242.81,
650000,2023,AM-248419,3,0,2,117.06,2,404.69,
379000,1955,AM-248405,3,1,1,110.46,1,975.29,
1399000,1960,AM-248399,4,0,3,190.54,0,11299.999999999998,
1995000,2001,AM-248382,3,1,2,171.96,0,0.0,
650000,1981,AM-248368,5,0,3,298.68,4,4815.76,
539000,1962,AM-248366,2,0,1,131.92,2,39900.0,
475000,2000,AM-248364,3,0,2,145.67,2,4087.32,
1175000,1952,AM-248347,7,0,4,250.84,0,626.86,
595000,1950,AM-248329,3,0,1,106.1,1,728.43,
1274000,2006,AM-248328,4,1,3,256.97,0,0.0,
3095000,2006,AM-248313,5,1,4,366.13,3,5665.6,
1000000,2003,AM-248307,3,0,2,164.16,4,1281600.0,
596777,1995,AM-248305,4,1,2,292.46,2,566.56,
558140,2022,AM-248301,3,1,3,235.69,0,756.76,
750000,1916,AM-248299,4,0,3,325.16,2,0.0,
474900,1963,AM-248290,3,0,2,210.61,2,2832.8,
309000,2020,AM-248289,3,0,2,149.2,2,533.78,
5995000,2004,AM-248278,4,1,4,251.49,2,0.0,
389000,2003,AM-248567,3,0,2,140.84,2,0.0,0
3995000,1994,AM-248565,3,0,3,252.51,2,60900.0,0
650000,1979,AM-248555,2,0,1,154.5,3,24700.000000000004,0
195000,1926,AM-248529,1,0,1,52.49,0,485.62,0
8749000,2020,AM-248523,6,0,7,468.23,4,1780.62,0
619000,2022,AM-248519,4,1,3,278.62,0,1011.71,0
217900,1960,AM-248510,1,0,2,107.58,0,0.0,0
1300000,2020,AM-248508,4,0,4,206.24,2,80.94,0
575000,2018,AM-248484,3,1,2,152.18,2,323.75,0
1495000,2022,AM-248481,4,0,4,288.0,2,2025.45,0
875000,2014,AM-248480,4,1,3,419.55,4,32000.0,0
10100000,1934,AM-248475,7,3,8,1393.55,4,21900.0,0
5200000,2007,AM-248455,5,0,0,314.57,2,283.28,4
549444,1986,AM-248440,3,0,2,164.44,0,809.37,0
979000,1945,AM-248439,3,1,2,209.4,2,74900.0,0
599000,1961,AM-248435,4,0,1,206.8,2,1375.93,0
395000,1971,AM-248427,2,0,2,74.32,0,0.0,0
799900,1979,AM-248423,4,1,3,260.69,2,1133.12,0
349982,1987,AM-248735,3,0,2,138.43,2,930.78,
659900,2021,AM-248728,4,0,3,287.81,3,0.0,
899900,1840,AM-248727,4,0,3,405.24,3,8538.87,
675500,2022,AM-248720,2,1,2,196.03,2,0.0,
775000,2006,AM-248709,3,1,3,262.64,2,1214.06,
2495000,2004,AM-248667,3,2,2,237.46,2,1052.18,
619000,2002,AM-248664,4,0,3,208.1,2,21600.0,
2300000,1999,AM-248661,3,0,3,352.85,0,47000.0,
215000,1969,AM-248655,3,1,2,199.18,2,1226.2,
795000,1990,AM-248632,4,0,3,263.38,0,1982.96,
650000,2010,AM-248631,3,1,2,183.39,3,728.43,
395000,2021,AM-248624,4,1,2,251.49,0,1072.42,
650000,1999,AM-248605,4,1,2,222.04,0,1173.59,
1395000,1936,AM-248603,5,1,4,370.5,0,0.0,
354240,2022,AM-248599,3,1,2,174.29,2,0.0,
1275000,2018,AM-248593,4,0,3,324.7,3,0.0,
274982,1985,AM-248590,3,0,2,142.14,2,2144.83,
214982,1964,AM-248587,2,0,1,87.98,0,1011.71,
5900000,2019,AM-248835,20,0,20,1009.3,2,483300.0,
329900,2004,AM-248829,4,0,2,159.14,2,0.0,
300000,1990,AM-248824,3,0,2,167.88,2,1942.49,
1545000,2008,AM-248822,2,0,2,171.13,0,696.06,
1690000,1922,AM-248812,5,1,3,325.35,2,836.49,
625000,1957,AM-248803,5,1,1,196.21,0,809.37,
442500,2003,AM-248792,4,0,3,239.97,0,0.0,
239000,0,AM-248788,3,0,2,177.17,0,647.5,
290000,1982,AM-248775,1,0,1,77.3,0,3237.49,
1600000,2005,AM-248774,6,2,4,387.59,5,40500.0,
975000,2022,AM-248772,4,1,3,343.37,0,1271.12,
430000,2000,AM-248769,4,0,3,217.58,2,1052.18,
349990,2022,AM-248755,3,1,2,174.29,2,0.0,
452000,2022,AM-248754,3,1,2,129.6,2,323.75,
452000,2022,AM-248753,3,1,2,129.6,2,323.75,
6450000,2017,AM-248751,5,0,6,566.71,5,4046.86,
295000,1930,AM-248749,3,0,2,100.15,0,2428.11,
449000,1972,AM-248745,4,1,2,197.88,2,0.0,
265000,1983,AM-248981,3,1,2,128.95,2,3844.51,0
265000,1983,AM-248980,3,1,2,128.95,4,3844.51,0
1650000,1936,AM-248952,4,1,2,260.13,1,1092.65,0
2850000,1997,AM-248951,6,1,5,504.84,2,20800.0,0
279000,1998,AM-248933,2,0,2,133.04,1,161.87,0
1650000,1977,AM-248932,4,0,4,180.7,0,892.74,0
950000,2014,AM-248916,4,1,3,339.28,2,8134.18,0
354900,1963,AM-248908,4,0,2,160.44,2,0.0,0
850000,1978,AM-248907,4,0,2,139.63,1,45700.0,0
4000000,1988,AM-248900,6,2,5,1164.08,3,13400.0,0
2950000,2007,AM-248899,3,1,3,371.05,3,971.25,0
5495000,2022,AM-248896,4,0,3,357.77,2,264.66,0
560000,2020,AM-248893,3,1,2,254.28,2,283.28,0
719000,2005,AM-248881,3,0,2,176.24,0,16200.000000000002,0
495000,2009,AM-248871,3,0,2,219.81,2,487.65,0
379900,2015,AM-248870,5,1,2,256.78,2,930.78,0
1399000,2008,AM-248839,5,2,4,696.31,6,5341.85,0
9400000,1995,AM-249195,4,1,3,313.08,3,164500.0,
499999,2020,AM-249174,3,0,1,133.13,2,1011.71,
699999,1998,AM-249157,5,1,3,377.0,3,1214.06,
675000,2009,AM-249153,3,0,2,244.52,2,18000.0,
660000,1943,AM-249151,4,1,2,212.66,0,930.78,
449990,2004,AM-249136,3,0,2,189.06,2,1375.93,
475000,2020,0,2,0,2,128.02,2,364.22,
415000,1997,0,3,0,2,135.27,2,364.22,
255000,1930,0,2,0,1,145.21,0,1254.53,
1499000,1996,0,4,0,3,284.28,2,1497.34,
675000,1988,0,3,1,2,346.16,0,35900.0,
2300000,1960,0,4,0,3,149.95,0,0.0,
3500000,2002,0,6,3,3,671.13,4,29500.0,
299900,1995,0,3,0,2,144.93,0,7446.22,
326900,2022,0,3,0,2,145.11,0,963.15,
356900,2022,0,4,0,3,178.19,0,675.83,
331000,2022,0,3,0,2,160.16,0,615.12,
3333000,2015,AM-249332,5,2,5,410.72,0,0.0,
810000,2020,AM-249322,4,1,3,302.86,3,1092.65,
290000,2008,AM-249321,3,0,3,225.94,0,226.62,
1150000,2014,AM-249317,2,0,2,108.88,2,121.41,
290000,1998,AM-249314,2,0,2,124.86,2,0.0,
850000,2014,AM-249312,4,0,2,176.52,1,327.39,
329982,1986,AM-249272,4,0,2,157.01,2,930.78,
740000,1976,AM-249268,3,0,2,125.05,2,376.36,
1495000,1975,AM-249267,4,1,4,407.19,0,5260.91,
959000,2000,AM-249263,4,0,3,310.11,1,16200.000000000002,
1200000,1994,AM-249262,3,0,2,288.46,2,20400.0,
575000,1974,AM-249256,2,0,2,237.83,3,8822.15,
50000,2000,AM-249254,2,0,1,92.9,0,940.49,
95000,1956,AM-249253,2,0,1,57.97,0,1133.12,
290000,1973,AM-249249,4,0,3,313.92,2,1740.15,
299900,1920,AM-249248,5,0,2,186.36,0,538.64,
1844750,9999,AM-249244,3,0,3,393.26,0,9833.86,
499900,1967,AM-249238,3,1,1,98.38,2,1518.79,
525000,2006,AM-249456,3,0,2,184.32,2,3399.36,
265000,1972,AM-249452,3,0,2,95.41,0,728.43,
725000,1980,AM-249446,3,0,1,216.56,1,85900.0,
1995000,1974,AM-249444,5,1,2,319.21,4,9307.77,
339500,1963,AM-249440,3,0,2,146.6,1,728.43,
225000,1984,AM-249427,3,0,2,130.06,0,10300.0,
624950,1981,AM-249423,3,0,1,222.78,2,2397.76,
3250000,2007,AM-249407,4,0,4,441.66,3,22100.0,
499000,1960,AM-249396,3,1,2,242.2,2,963.56,
499000,1973,AM-249385,4,0,2,245.82,2,890.31,
950000,2008,AM-249376,3,0,3,283.45,0,1096.7,
950000,2008,AM-249372,3,0,3,283.45,2,1096.7,
295000,1986,AM-249369,2,0,2,110.28,0,404.69,
2950000,2007,AM-249368,3,1,3,371.05,3,971.25,
875000,1930,AM-249364,3,0,2,146.32,0,2023.43,
3200000,1976,AM-249363,2,1,1,236.35,0,0.0,
895000,2005,AM-249359,4,2,3,377.65,0,3642.17,
2300000,2021,AM-249337,6,1,7,424.1,3,1214.06,
670000,1942,AM-249570,4,0,3,163.23,0,707.8,0
825000,2018,AM-249567,4,0,3,232.16,2,291.78,0
1450000,1914,AM-249566,0,0,0,166.48,0,864.0,0
1450000,1914,AM-249565,2,0,2,166.48,0,864.0,0
366000,2022,AM-249557,0,0,0,92.9,0,0.0,1
535000,1948,AM-249544,2,0,1,88.26,1,2832.8,0
920000,1996,AM-249531,3,0,3,436.92,3,4127.79,0
6700000,2023,AM-249524,6,1,3,725.76,4,4087.32,0
995000,2015,AM-249523,1,0,0,89.19,0,2023.43,3
909000,2008,AM-249518,4,1,2,305.47,3,5260.91,0
2899999,1994,AM-249513,4,0,5,389.82,2,4517.1,0
1949000,1961,AM-249485,3,0,3,167.23,3,4017.31,0
1949000,1961,AM-249484,3,0,3,175.4,3,4017.31,0
398000,2022,AM-249482,2,1,1,113.34,2,323.75,0
924900,2011,AM-249479,4,0,3,309.37,2,930.78,0
799900,2011,AM-249468,3,1,2,222.97,1,28200.0,0
229000,2016,AM-249466,1,0,0,37.16,0,12100.0,1
2125000,2000,AM-249457,4,2,4,484.58,0,249100.0,0
619900,2022,AM-249684,2,1,2,125.51,2,0.0,
250000,0,AM-249681,4,0,2,157.94,0,0.0,
1495000,1988,AM-249680,5,1,4,293.29,2,0.0,
22500000,2022,AM-249667,9,0,9,1061.51,0,0.0,
1995000,2003,AM-249658,2,1,3,186.55,0,81000.0,
459500,2001,AM-249654,4,0,2,191.29,2,0.0,
3599000,2022,AM-249645,5,1,4,349.69,2,0.0,
733000,1981,AM-249640,6,0,4,314.38,0,0.0,
389900,2006,AM-249638,4,0,2,230.12,0,2104.37,
849000,2008,AM-249632,4,1,4,285.21,0,485.62,
585000,2020,AM-249615,2,0,2,172.99,2,485.62,
369000,2006,AM-249613,4,0,2,199.28,0,930.78,
1499000,2003,AM-249612,6,0,3,591.7,3,1861.55,
374900,1900,AM-249590,5,0,2,260.78,0,3318.42,
189900,2015,AM-249585,3,0,2,106.28,0,0.0,
4599000,1993,AM-249777,4,0,5,391.49,2,931.18,0
75000,1999,AM-249775,3,0,1,98.29,0,259.0,0
949900,2007,AM-249756,4,0,3,341.23,2,12700.0,0
725000,2016,AM-249754,3,1,2,163.42,2,404.69,0
456000,2004,AM-249752,3,1,3,213.03,1,73.65,0
650000,1968,AM-249747,4,1,2,209.31,2,1618.74,0
685000,1995,AM-249746,3,0,2,149.2,2,3504.58,0
499000,2022,AM-249745,3,1,2,179.21,2,342.36,0
850000,1921,AM-249735,3,0,2,188.22,0,641.02,0
850000,1921,AM-249734,3,0,2,188.22,2,639.4,0
469900,1975,AM-249730,3,1,2,146.79,0,145.69,0
469900,1975,AM-249724,3,1,2,146.79,2,145.69,0
825000,1870,AM-249723,5,1,3,331.85,2,971.25,0
310000,1974,AM-249717,2,0,2,142.7,2,0.0,0
380000,1977,AM-249706,0,3,0,378.58,0,849.84,0
619900,2022,AM-249688,2,1,2,125.51,0,0.0,0
250000,2023,AM-249686,3,0,0,151.9,0,0.0,3
240000,2023,AM-249685,3,0,0,151.9,0,0.0,3
899900,2022,AM-249894,4,1,4,279.45,2,526.09,
499750,2015,AM-249890,4,1,3,256.97,2,566.56,
220000,2011,AM-249883,4,0,2,149.85,2,991.48,
358000,2022,AM-249881,4,0,2,175.4,0,5455.16,
924900,1992,AM-249879,3,1,2,121.89,1,971.25,
5230000,2019,AM-249876,4,0,2,431.81,2,1699.68,
325000,2022,AM-249873,3,1,2,147.16,2,201.53,
895000,1985,AM-249865,3,0,3,199.83,1,0.0,
350000,2022,AM-249863,3,1,3,200.3,2,201.53,
640000,2006,AM-249856,5,1,2,349.41,3,2063.9,
1195000,2013,AM-249837,4,2,3,513.57,3,2023.43,
825000,2012,AM-249835,3,1,2,114.64,0,442.73,
549900,2023,AM-249832,4,1,3,201.79,0,202.34,
2995000,1979,AM-249831,4,1,3,214.23,0,0.0,
320000,2005,AM-249823,3,0,2,147.9,2,1173.59,
720000,2020,AM-249808,3,1,2,320.42,2,28400.0,
1365000,2004,AM-249795,4,0,3,260.13,2,890.31,
398000,2016,AM-249781,4,1,3,242.38,0,808.16,
349990,2022,AM-249977,3,0,3,167.23,0,728.43,0
375000,1982,AM-249974,2,0,2,128.58,1,0.0,0
150000,1964,AM-249973,3,0,1,92.16,0,0.0,0
340000,2007,AM-249969,3,0,2,158.03,2,971.25,0
1295000,1966,AM-249968,4,1,3,213.49,2,1025.47,0
1595000,1998,AM-249966,6,1,3,627.47,4,10200.0,0
349990,2022,AM-249964,3,0,3,167.23,0,728.43,0
2449000,2006,AM-249956,4,0,5,513.48,3,2387.65,0
229000,1940,AM-249950,3,0,1,151.99,2,0.0,0
379000,2017,AM-249949,4,0,2,163.04,2,768.9,0
997000,1953,AM-249935,5,1,3,375.79,5,19400.0,0
720000,2020,AM-249934,3,1,2,320.42,2,28400.0,0
725000,2019,AM-249919,4,0,1,335.94,2,892.33,0
1100000,2003,AM-249909,4,1,3,501.77,4,4532.48,0
339500,2007,AM-249908,3,1,2,209.03,0,0.0,0
719900,2018,AM-249902,3,1,2,208.47,2,0.0,0
699000,1988,AM-249901,2,1,2,127.83,0,121.41,0
1775000,2002,AM-250097,6,1,5,470.93,2,0.0,
385000,2015,AM-250087,3,0,3,190.45,0,0.0,
350000,2019,AM-250079,3,0,2,178.56,0,0.0,
1300000,1980,AM-250075,2,0,2,180.7,2,223000.0,
105000,1985,AM-250047,2,0,2,121.33,0,0.0,
799500,2022,AM-250016,3,1,2,287.63,2,40000.0,
269982,1975,AM-250014,2,0,2,103.77,1,1011.71,
499000,1987,AM-250013,3,0,2,151.62,2,404.69,
660000,1956,AM-250001,4,0,1,215.26,2,566.56,
1960000,2023,AM-249999,4,0,3,266.91,3,12500.0,
775000,2007,AM-249996,3,0,3,304.63,0,20299.999999999996,
595000,1998,AM-249993,3,1,2,214.79,2,10400.0,
1572000,2023,AM-249991,3,0,3,249.35,2,6474.97,
315000,1997,AM-249989,2,0,0,124.86,2,0.0,
4798900,2013,AM-249979,4,1,4,343.74,1,0.0,
4850000,1954,AM-250270,4,1,2,474.83,2,914.59,
599000,1959,AM-250269,2,0,2,202.81,0,678.25,
749000,0,AM-250261,3,1,2,255.48,0,1004.03,
299000,0,AM-250241,3,1,2,258.46,0,0.0,
620000,2000,AM-250240,4,0,3,290.6,0,1000.38,
899000,1977,AM-250204,3,0,2,124.3,2,717.51,
315000,2003,AM-250197,4,1,2,179.58,0,861.98,
1649000,2022,AM-250187,5,1,3,384.8,2,647.5,
1250000,2023,AM-250186,4,1,2,260.22,3,10200.0,
399900,1967,AM-250162,4,0,2,152.83,1,710.22,
525000,1998,AM-250145,2,1,2,164.16,2,161.87,
2249000,2023,AM-250129,6,0,5,357.4,2,2428.11,
565000,2015,AM-250125,0,0,1,47.57,0,2024.24,
1435000,2023,AM-250121,3,1,2,222.5,2,4289.67,
304990,2022,AM-250113,3,1,2,136.29,1,0.0,
675000,1982,AM-250112,3,0,2,161.84,0,971.25,
7527000,2023,AM-250110,5,2,5,466.19,4,890.31,
317500,2021,AM-250103,3,0,2,139.82,0,0.0,
569000,1986,AM-250430,3,0,2,130.06,2,1861.55,
2450000,2022,AM-250425,5,1,4,377.28,2,0.0,
474900,2022,AM-250420,3,1,2,173.26,2,364.22,
1300000,2022,AM-250417,4,1,4,306.86,2,6029.82,
2350000,2020,AM-250416,4,1,4,403.48,3,0.0,
835000,2001,AM-250412,3,1,2,215.81,2,0.0,
470000,2019,AM-250390,4,1,3,233.0,2,445.15,
2350000,2020,AM-250389,4,1,4,403.48,3,0.0,
375000,1987,AM-250384,2,0,2,95.13,1,768.9,
825000,1995,AM-250376,5,0,1,300.45,3,4046.86,
1475000,2012,AM-250346,4,0,3,229.1,2,930.78,
399000,2019,AM-250343,4,1,2,194.17,2,242.81,
1472340,2022,AM-250328,3,1,3,264.87,2,2347.18,
1095000,2012,AM-250314,4,1,4,348.76,2,390.52,
474900,2022,AM-250308,3,1,2,173.26,2,364.22,
849000,1997,AM-250305,3,0,3,204.11,2,0.0,
349900,0,AM-250288,4,0,2,175.49,0,0.0,
319000,2009,AM-250279,3,0,2,154.78,0,6636.84,
3900000,1967,AM-250528,12,1,12,719.07,4,301100.0,
1475000,2007,AM-250527,3,0,3,197.7,6,930.78,
434000,1988,AM-250520,2,0,2,147.16,2,809.37,
350000,2003,AM-250518,3,1,3,197.88,1,0.0,
475000,1990,AM-250511,4,1,2,200.67,2,692.01,
898000,1955,AM-250508,2,1,1,90.58,0,1308.35,
1070000,1998,AM-250495,6,0,3,339.75,3,1056.23,
1799000,1959,AM-250483,3,1,2,220.27,2,1133.12,
639500,2013,AM-250479,4,1,0,269.42,0,2067.94,
199900,1966,AM-250478,3,0,2,121.89,0,0.0,
619900,2006,AM-250476,5,0,3,296.45,3,0.0,
615000,1900,AM-250459,4,0,2,246.38,0,445.15,
575000,1900,AM-250458,4,0,2,186.27,0,319.7,
635000,2023,AM-250455,3,1,2,129.6,2,364.22,
599000,2023,AM-250454,2,1,2,117.99,2,364.22,
474500,2022,AM-250451,4,1,3,187.48,2,0.0,
280000,1981,AM-250449,3,0,2,105.17,2,323.75,
899900,2022,AM-250442,3,1,3,299.61,0,817.47,
3399000,1991,AM-250696,5,1,5,433.76,2,1821.09,0
975000,1991,AM-250685,3,1,2,164.53,2,440.3,0
399990,2022,AM-250650,4,1,2,207.64,2,1084.56,0
499000,2000,AM-250642,3,1,2,200.67,4,25700.0,0
424990,2022,AM-250638,4,1,2,232.82,2,1084.56,0
355000,1950,AM-250633,3,0,1,107.58,1,3723.11,0
750000,1976,AM-250628,2,0,3,222.5,2,4653.89,0
595000,1990,AM-250621,3,0,1,209.12,0,5584.66,0
2700000,2007,AM-250602,4,1,4,285.96,1,364.22,0
810000,2022,AM-250588,2,0,0,112.6,0,10100.0,1
329000,2021,AM-250574,4,1,2,185.25,0,445.15,0
498000,2022,AM-250565,4,1,3,187.48,2,0.0,0
949900,2015,AM-250560,6,0,5,478.26,3,4289.67,0
192500,1927,AM-250559,3,0,2,101.08,0,0.0,0
480000,1998,AM-250543,3,0,2,213.68,2,566.56,0
14000000,2009,AM-250542,6,4,5,736.72,4,1618.74,0
544000,1992,AM-250535,4,0,2,197.23,2,1011.71,0
700000,1966,AM-250811,3,0,3,211.73,2,3884.98,
5495000,2015,AM-250810,7,1,8,1116.69,9,10500.0,
430000,2006,AM-250806,4,0,3,172.06,2,1525.66,
1145000,2003,AM-250798,4,1,3,252.14,2,1011.71,
6900000,1996,AM-250797,5,1,6,733.93,3,44100.0,
865000,2023,AM-250788,4,1,3,217.86,2,242.81,
935000,2023,AM-250787,3,1,3,204.11,2,242.81,
328900,1999,AM-250773,3,0,2,112.97,2,809.37,
7400000,2015,AM-250760,5,2,2,601.36,3,10600.0,
360000,1993,AM-250757,3,0,1,234.12,2,1449.18,
625000,2019,AM-250751,4,0,3,202.53,2,0.0,
1450000,2008,AM-250750,4,1,4,426.15,3,0.0,
436000,1968,AM-250748,4,0,2,239.04,1,1537.81,
739000,1976,AM-250738,3,1,2,151.62,0,0.0,
350000,1930,AM-250736,4,1,2,136.85,0,687.97,
2285000,1989,AM-250721,4,1,3,289.95,2,0.0,
2995000,1994,AM-250720,4,0,3,306.67,3,0.0,
4295000,1977,AM-250718,4,1,4,257.62,2,3185.28,
749900,1994,AM-250939,3,0,2,230.31,2,1375.93,
344000,1978,AM-250926,4,1,2,247.87,0,890.31,
410000,1929,AM-250925,4,0,2,203.27,2,673.4,
405000,2020,AM-250908,3,0,2,136.57,2,849.84,
2950000,1990,AM-250906,3,1,2,317.54,3,127000.0,
369900,1986,AM-250899,2,0,2,93.0,0,0.0,
885000,2019,AM-250887,7,0,5,554.07,3,0.0,
1099000,1998,AM-250885,2,0,3,141.58,1,0.0,
4650000,2023,AM-250878,5,0,6,518.96,4,3937.59,
416990,2022,AM-250869,3,1,2,131.64,1,44.52,
335000,1972,AM-250853,4,0,2,180.79,0,1052.18,
625000,1968,AM-250851,3,0,3,147.53,2,1254.53,
934900,2022,AM-250826,4,1,4,349.97,3,1169.54,
934900,2022,AM-250825,4,1,4,349.97,0,1169.54,
370000,2006,AM-250824,4,2,2,199.0,1,0.0,
595000,1965,AM-250813,4,0,2,139.35,0,1960.3,
610000,1997,AM-251068,4,0,3,253.9,2,809.37,
569000,1991,AM-251062,3,1,2,169.27,3,929.16,
365000,2006,AM-251056,3,0,2,137.5,2,526.09,
518900,1998,AM-251051,3,0,2,225.2,2,1173.59,
1199000,2018,AM-251038,3,1,3,214.61,0,2144.83,
275000,1974,AM-251025,2,1,1,107.02,0,40.47,
275000,1966,AM-251019,4,0,2,169.18,2,0.0,
589900,2007,AM-251014,5,0,3,321.07,3,1173.59,
995000,1974,AM-251011,5,2,1,309.74,2,7203.4,
1895000,2011,AM-251010,5,1,6,741.74,3,2509.05,
195000,0,AM-251008,3,0,2,190.82,0,0.0,
379000,2004,AM-251000,3,0,2,134.43,2,497.76,
270000,1998,AM-250984,3,0,2,171.31,2,971.25,
895000,2016,AM-250974,4,1,3,383.78,3,781.04,
375000,1974,AM-250955,5,1,2,229.1,0,1375.93,
649000,2022,AM-250949,4,0,3,189.71,2,445.15,
1099000,1998,AM-250945,2,0,3,141.58,1,0.0,
750000,1910,AM-250942,5,0,3,213.49,0,607.03,
574900,1990,AM-251190,6,1,3,300.26,4,2104.37,0
1295000,1999,AM-251184,4,0,3,246.01,2,1011.71,0
599000,1968,AM-251173,4,0,3,261.8,2,2630.46,0
362000,2022,AM-251160,3,0,2,163.6,0,534.19,0
550000,1956,AM-251159,5,0,1,236.53,2,728.43,0
975000,2014,AM-251158,5,1,5,258.92,2,0.0,0
750000,2021,AM-251155,3,0,0,162.58,0,728.43,3
789950,2009,AM-251153,5,0,3,316.61,3,700.11,0
390000,2016,AM-251147,4,0,2,172.43,2,607.03,0
439000,2004,AM-251142,4,0,3,220.74,2,647.5,0
622900,0,AM-251138,4,1,3,240.8,3,931.59,0
589900,2022,AM-251136,3,1,2,168.9,0,1011.71,0
549900,2021,AM-251131,2,0,2,148.64,2,0.0,0
725000,1983,AM-251117,5,1,2,292.27,6,7082.0,0
620000,1987,AM-251090,3,1,2,290.32,2,768.9,0
12500000,2004,AM-251080,3,1,3,464.52,0,388500.0,0
2050000,1934,AM-251079,3,1,2,242.38,3,2217.27,0
419000,1989,AM-251076,2,0,2,186.74,2,526.09,0
1299000,2017,AM-251277,4,1,4,300.17,2,101.17,
445000,2009,AM-251271,4,0,3,250.0,3,849.84,
1175000,2017,AM-251270,4,1,2,187.85,0,0.0,
1350000,2021,AM-251269,4,0,3,213.68,1,323.75,
399000,1992,AM-251265,3,0,2,111.48,1,4734.82,
515000,1997,AM-251261,3,1,2,137.87,0,161.87,
570000,2023,AM-251255,4,1,2,195.75,2,489.26,
150000,1985,AM-251241,3,0,3,173.82,0,0.0,
150000,1985,AM-251240,3,0,3,174.1,0,0.0,
595000,2006,AM-251239,3,1,2,445.93,2,40700.0,
495000,2022,AM-251215,3,1,3,187.48,2,0.0,
280000,1972,AM-251212,3,0,2,113.81,0,768.9,
427500,1994,AM-251211,4,0,2,180.05,2,526.09,
2195000,1920,AM-251202,3,0,3,232.44,2,765.67,
566000,2020,AM-251196,4,0,3,188.78,2,687.97,
300000,2007,AM-251195,2,0,2,126.91,1,40.47,
2200000,2004,AM-251192,4,2,5,516.54,3,9307.77,
1798000,2016,AM-251191,3,1,3,263.66,2,971.25,
750000,2020,AM-251346,3,1,3,232.16,2,0.0,
5699000,2006,AM-251343,4,2,4,443.33,5,3625.98,
1125000,2006,AM-251340,4,1,3,339.0,2,376.36,
4399000,2021,AM-251339,8,1,8,508.74,2,687.97,
720000,1999,AM-251338,3,0,2,168.34,0,1052.18,
499000,2000,AM-251337,4,0,3,207.08,2,663.68,
1125000,2006,AM-251336,4,1,3,339.0,0,376.36,
1600000,1940,AM-251335,3,1,2,321.26,0,423200.0,
849000,1924,AM-251333,3,0,2,97.08,2,468.22,
249900,2020,AM-251331,4,0,3,206.24,0,0.0,
9500000,1994,AM-251328,3,2,3,823.31,3,86900.0,
12300000,1994,AM-251327,3,2,3,823.31,3,140400.0,
315000,1995,AM-251321,3,0,2,132.57,2,728.43,
849000,1987,AM-251319,4,2,2,213.31,2,3197.02,
167900,0,AM-251316,3,1,1,123.19,0,0.0,
775000,2020,AM-251313,3,1,3,232.16,0,0.0,
349900,1996,AM-251311,3,1,2,163.04,2,971.25,
1299000,2017,AM-251282,4,1,4,300.17,2,101.17,
579900,2012,AM-251428,3,0,2,209.31,2,0.0,0
285590,2022,AM-251420,3,1,2,136.29,1,0.0,0
285590,2022,AM-251419,3,1,2,136.29,1,0.0,0
6250000,2022,AM-251414,6,0,7,516.17,4,4107.56,0
895000,2022,AM-251413,3,0,2,175.87,2,2063.9,0
715000,2022,AM-251402,3,0,2,175.03,2,10600.0,0
1270000,2023,AM-251400,5,2,3,329.06,3,4653.89,0
535000,1974,AM-251393,3,0,2,183.95,2,930.78,0
799900,2017,AM-251391,5,1,5,261.06,0,792.37,0
575000,2003,AM-251384,3,0,0,209.59,0,2023.43,2
1499000,2022,AM-251380,4,1,3,165.46,0,0.0,0
247500,1920,AM-251377,2,0,1,98.66,2,1214.06,0
605685,0,AM-251369,4,1,2,205.78,2,1982.96,0
415000,2017,AM-251361,4,0,2,179.49,2,526.09,0
1985000,2014,AM-251355,3,1,3,301.93,1,1133.12,0
1200000,2023,AM-251354,4,1,3,270.44,0,445.15,0
674900,2020,AM-251353,3,1,3,232.16,2,0.0,0
1850000,1952,AM-251590,3,0,2,206.52,4,3215.63,0
9490000,2002,AM-251589,5,1,5,353.03,2,445.15,0
1474000,2018,AM-251566,4,1,4,210.52,0,323.75,0
1248000,1950,AM-251546,6,0,5,492.01,2,825.96,0
